reporting_area,mmwr_week,west_nile_virus_disease_neuroinvasive_cum_2017,west_nile_virus_disease_neuroinvasive_cum_2018,west_nile_virus_disease_neuroinvasive_current_week,west_nile_virus_disease_neuroinvasive_previous_52_weeks_max,west_nile_virus_disease_neuroinvasive_previous_52_weeks_med,west_nile_virus_disease_nonneuroinvasive_cum_2017,west_nile_virus_disease_nonneuroinvasive_cum_2018,west_nile_virus_disease_nonneuroinvasive_current_week,west_nile_virus_disease_nonneuroinvasive_previous_52_weeks_max,west_nile_virus_disease_nonneuroinvasive_previous_52_weeks_med,zika_virus_disease_non_congenital_cum_2017,zika_virus_disease_non_congenital_cum_2018,zika_virus_disease_non_congenital_previous_52_weeks_max,zika_virus_disease_non_congenital_previous_52_weeks_med,vibriosis_any_species_of_the_family_vibrionaceae_other_than_toxigenic_vibrio_cholerae_o1_or_o139_confirmed_cum_2017,vibriosis_any_species_of_the_family_vibrionaceae_other_than_toxigenic_vibrio_cholerae_o1_or_o139_confirmed_cum_2018,vibriosis_any_species_of_the_family_vibrionaceae_other_than_toxigenic_vibrio_cholerae_o1_or_o139_confirmed_current_week,vibriosis_any_species_of_the_family_vibrionaceae_other_than_toxigenic_vibrio_cholerae_o1_or_o139_confirmed_previous_52_weeks_max,vibriosis_any_species_of_the_family_vibrionaceae_other_than_toxigenic_vibrio_cholerae_o1_or_o139_confirmed_previous_52_weeks_med,vibriosis_any_species_of_the_family_vibrionaceae_other_than_toxigenic_vibrio_cholerae_o1_or_o139_probable_cum_2017,vibriosis_any_species_of_the_family_vibrionaceae_other_than_toxigenic_vibrio_cholerae_o1_or_o139_probable_cum_2018,vibriosis_any_species_of_the_family_vibrionaceae_other_than_toxigenic_vibrio_cholerae_o1_or_o139_probable_current_week,vibriosis_any_species_of_the_family_vibrionaceae_other_than_toxigenic_vibrio_cholerae_o1_or_o139_probable_previous_52_weeks_max,vibriosis_any_species_of_the_family_vibrionaceae_other_than_toxigenic_vibrio_cholerae_o1_or_o139_probable_previous_52_weeks_med,tetanus_cum_2017,tetanus_cum_2018,tetanus_current_week,tetanus_previous_52_weeks_max,tetanus_previous_52_weeks_med,varicella_cum_2017,varicella_cum_2018,varicella_current_week,varicella_previous_52_weeks_max,varicella_previous_52_weeks_med,salmonellosis_excluding_paratyphoid_fever_andtyphoid_fever_cum_2018,salmonellosis_excluding_paratyphoid_fever_andtyphoid_fever_current_week,salmonellosis_excluding_paratyphoid_fever_andtyphoid_fever_previous_52_weeks_max,salmonellosis_excluding_paratyphoid_fever_andtyphoid_fever_previous_52_weeks_med,shiga_toxin_producing_escherichia_coli_cum_2017,shiga_toxin_producing_escherichia_coli_cum_2018,shiga_toxin_producing_escherichia_coli_current_week,shiga_toxin_producing_escherichia_coli_previous_52_weeks_max,shiga_toxin_producing_escherichia_coli_previous_52_weeks_med,shigellosis_cum_2017,shigellosis_cum_2018,shigellosis_current_week,shigellosis_previous_52_weeks_max,shigellosis_previous_52_weeks_med,meningococcal_disease_all_serogroups_cum_2017,meningococcal_disease_all_serogroups_cum_2018,meningococcal_disease_all_serogroups_current_week,meningococcal_disease_all_serogroups_previous_52_weeks_max,meningococcal_disease_all_serogroups_previous_52_weeks_med,mumps_cum_2017,mumps_cum_2018,mumps_current_week,mumps_previous_52_weeks_max,mumps_previous_52_weeks_med,pertussis_cum_2017,pertussis_cum_2018,pertussis_current_week,pertussis_previous_52_weeks_max,pertussis_previous_52_weeks_med,legionellosis_cum_2017,legionellosis_cum_2018,legionellosis_current_week,legionellosis_previous_52_weeks_max,legionellosis_previous_52_weeks_med,malaria_cum_2017,malaria_cum_2018,malaria_current_week,malaria_previous_52_weeks_max,malaria_previous_52_weeks_med,invasive_pneumococcal_disease_all_ages_confirmed_cum_2017,invasive_pneumococcal_disease_all_ages_confirmed_cum_2018,invasive_pneumococcal_disease_all_ages_confirmed_current_week,invasive_pneumococcal_disease_all_ages_confirmed_previous_52_weeks_max,invasive_pneumococcal_disease_all_ages_confirmed_previous_52_weeks_med,invasive_pneumococcal_disease_all_ages_probable_cum_2017,invasive_pneumococcal_disease_all_ages_probable_cum_2018,invasive_pneumococcal_disease_all_ages_probable_current_week,invasive_pneumococcal_disease_all_ages_probable_previous_52_weeks_max,invasive_pneumococcal_disease_all_ages_probable_previous_52_weeks_med,hepatitis_viral_acute_by_type_a_cum_2017,hepatitis_viral_acute_by_type_a_cum_2018,hepatitis_viral_acute_by_type_a_current_week,hepatitis_viral_acute_by_type_a_previous_52_weeks_max,hepatitis_viral_acute_by_type_a_previous_52_weeks_med,hepatitis_viral_acute_by_type_b_cum_2017,hepatitis_viral_acute_by_type_b_cum_2018,hepatitis_viral_acute_by_type_b_current_week,hepatitis_viral_acute_by_type_b_previous_52_weeks_max,hepatitis_viral_acute_by_type_b_previous_52_weeks_med,giardiasis_cum_2017,giardiasis_cum_2018,giardiasis_current_week,giardiasis_previous_52_weeks_max,giardiasis_previous_52_weeks_med,gonorrhea_cum_2017,gonorrhea_cum_2018,gonorrhea_current_week,gonorrhea_previous_52_weeks_max,gonorrhea_previous_52_weeks_med,haemophilus_influenzae_invasive_disease_all_ages_all_serotypes_all_serotypes_cum_2018,haemophilus_influenzae_invasive_disease_all_ages_all_serotypes_cum_2017,haemophilus_influenzae_invasive_disease_all_ages_all_serotypes_current_week,haemophilus_influenzae_invasive_disease_all_ages_all_serotypes_previous_52_weeks_max,haemophilus_influenzae_invasive_disease_all_ages_all_serotypes_previous_52_weeks_med,chlamydia_trachomatis_infection_cum_2017,chlamydia_trachomatis_infection_cum_2018,chlamydia_trachomatis_infection_current_week,chlamydia_trachomatis_infection_previous_52_weeks_max,chlamydia_trachomatis_infection_previous_52_weeks_med,coccidioidomycosis_cum_2017,coccidioidomycosis_cum_2018,coccidioidomycosis_current_week,coccidioidomycosis_previous_52_weeks_max,coccidioidomycosis_previous_52_weeks_med
ILLINOIS,1,,,,12,0,,,,6,0,,,3,0,,,,4,0,,,,4,0,,,,0,0,6,,,13,5,,,0,0,1.0,,,9,3,4,,,14,6,,,,2,0,3.0,,,22,3,11,,,42,11,5.0,,,25,3,2,,,4,1,,,,0,0,,,,0,0,1.0,,,3,1,,,,2,0,,,,0,0,412,,,461,292,,5,,11,4,1224,,,1591,1048,,,,0,0
ILLINOIS,2,,,,12,0,,,,6,0,,,3,0,,,,4,0,1.0,,,4,0,,,,0,0,7,,,13,5,,,0,0,4.0,,,11,3,10,,,15,6,,,,2,0,5.0,,,22,3,27,,,42,11,6.0,,,25,5,2,,,4,1,,,,0,0,,,,0,0,3.0,,,3,1,1.0,,,2,0,,,,0,0,868,,,464,305,,10,,11,4,2704,,,1596,1071,,,,0,0
ILLINOIS,3,,,,12,0,,,,6,0,,,3,0,,,,4,0,1.0,,,4,0,,,,0,0,13,,,13,5,,,0,0,4.0,,,11,3,12,,,15,6,,,,2,0,8.0,,,22,3,42,,,43,11,13.0,,,25,5,3,,,4,1,,,,0,0,,,,0,0,5.0,,,3,1,1.0,,,2,0,,,,0,0,1305,268.0,17.0,466,315,,14,,11,4,4045,814.0,44.0,1598,1069,,,,0,0
ILLINOIS,4,,,,12,0,,,,6,0,,,3,0,,,,4,0,1.0,,,4,0,,,,0,0,9,,,12,2,,,0,0,5.0,,,11,3,19,,,15,6,,,,2,0,10.0,,,22,3,60,1.0,,43,11,14.0,,,25,5,6,,,4,1,,,,0,0,,,,0,0,6.0,,,4,1,1.0,,,2,0,,,,0,0,1767,444.0,28.0,467,318,1.0,19,,11,4,5636,1360.0,75.0,1599,1071,,,,0,0
ILLINOIS,5,,,,12,0,,,,6,0,,,3,0,,1.0,,4,0,2.0,,,4,0,,,,0,0,11,8.0,1.0,12,3,,,0,0,9.0,2.0,,11,3,26,2.0,,15,6,,,,2,0,15.0,,,22,3,71,1.0,,43,10,20.0,3.0,,27,5,6,,,4,1,,,,0,0,,,,0,0,7.0,3.0,,4,1,2.0,1.0,,2,0,,,,0,0,2217,444.0,,451,318,1.0,28,,11,4,7095,1360.0,,1461,1061,,,,0,0
ILLINOIS,6,,,,12,0,,,,6,0,,,3,0,,1.0,,4,0,2.0,,,4,0,,,,0,0,12,8.0,,12,3,,,0,0,12.0,2.0,,11,3,36,2.0,,15,6,,,,2,0,25.0,,,22,3,83,1.0,,43,10,22.0,3.0,,27,4,7,,,4,1,,,,0,0,,,,0,0,9.0,4.0,,5,1,3.0,1.0,,2,0,,,,0,0,2623,680.0,22.0,422,334,1.0,33,,11,4,8571,2189.0,59.0,1425,1108,,,,0,0
ILLINOIS,7,,,,12,0,,,,6,0,,,3,0,1.0,1.0,,4,0,2.0,,,4,0,,,,0,0,16,14.0,2.0,12,3,,,0,0,14.0,4.0,,11,3,44,13.0,,15,6,,,,2,0,33.0,,,22,3,90,1.0,,43,10,24.0,9.0,,27,5,8,2.0,,4,1,,,,0,0,,,,0,0,12.0,5.0,,5,1,3.0,1.0,,2,0,,,,0,0,3013,907.0,29.0,464,357,1.0,37,,11,4,9901,2886.0,64.0,1415,1171,,,,0,0
ILLINOIS,8,,,,12,0,,,,6,0,,,3,0,1.0,1.0,,4,0,3.0,,,4,0,,,,0,0,17,15.0,,12,3,,,0,0,16.0,4.0,,11,3,48,13.0,,15,6,,,,2,0,51.0,,,22,3,94,1.0,,43,10,27.0,9.0,,27,5,9,2.0,,4,1,,,,0,0,,,,0,0,14.0,5.0,,5,1,4.0,2.0,,2,0,,,,0,0,3404,1097.0,17.0,480,389,1.0,40,,11,4,11204,3686.0,62.0,1504,1289,,,,0,0
ILLINOIS,9,,,,12,0,,,,6,0,,,3,0,1.0,1.0,,4,0,3.0,,,4,0,,,,0,0,19,15.0,,12,3,,,0,0,16.0,4.0,,11,3,52,13.0,,15,6,,,,2,0,57.0,,,22,2,107,1.0,,43,10,29.0,9.0,,27,5,9,2.0,,4,1,,,,0,0,,,,0,0,16.0,6.0,,5,1,5.0,2.0,,2,0,,,,0,0,3827,1353.0,23.0,541,416,1.0,43,,11,4,12589,4686.0,84.0,1622,1365,,,,0,0
ILLINOIS,10,,,,12,0,,,,6,0,,,3,0,1.0,1.0,,4,0,3.0,,,3,0,,,,0,0,23,15.0,,12,3,,,0,0,17.0,9.0,,11,4,55,17.0,,15,6,,,,2,0,71.0,,,22,2,124,1.0,,43,10,32.0,16.0,,27,5,9,2.0,,4,1,,,,0,0,,,,0,0,16.0,7.0,,5,1,7.0,2.0,,2,0,,,,0,0,4216,1616.0,14.0,542,425,1.0,51,,11,4,13991,5654.0,66.0,1624,1378,,,,0,0
ILLINOIS,11,,,,12,0,,,,6,0,1.0,,3,0,1.0,1.0,,4,0,3.0,,,3,0,,,,0,0,26,28.0,1.0,12,3,,,0,0,19.0,11.0,,11,4,60,22.0,,15,6,,,,2,0,86.0,,,22,2,138,1.0,,43,10,33.0,18.0,,27,5,10,2.0,,4,1,,,,0,0,,,,0,0,18.0,7.0,,5,1,8.0,2.0,,2,0,,,,0,0,4614,1973.0,27.0,544,425,1.0,57,,11,3,15343,6882.0,73.0,1623,1365,,,,0,0
ILLINOIS,12,,,,12,0,,,,6,0,1.0,,3,0,1.0,1.0,,4,0,3.0,2.0,,3,0,,,,0,0,26,32.0,,12,3,,,0,0,20.0,15.0,,11,4,69,30.0,,15,6,,,,2,0,95.0,,,22,2,144,1.0,,43,9,33.0,21.0,,27,5,10,2.0,,4,1,,,,0,0,,,,0,0,19.0,7.0,,5,1,9.0,3.0,,2,0,,,,0,0,4992,2397.0,35.0,547,428,1.0,60,,11,3,16721,8454.0,107.0,1623,1369,,,,0,0
ILLINOIS,13,,,,12,0,,,,6,0,1.0,,3,0,1.0,1.0,,4,0,4.0,2.0,,3,0,,,,0,0,30,32.0,,12,3,,,0,0,25.0,16.0,,11,4,77,34.0,,15,6,,,,2,0,111.0,,,22,2,154,1.0,,43,9,36.0,21.0,,27,5,11,2.0,,4,1,,,,0,0,,,,0,0,22.0,7.0,,5,1,9.0,3.0,,2,0,,,,0,0,5367,2397.0,,547,428,1.0,62,,11,3,18028,8454.0,,1623,1358,,,,0,0
ILLINOIS,14,,,,13,0,,,,5,0,1.0,,3,0,1.0,2.0,,4,0,4.0,5.0,,3,0,,,,0,0,32,33.0,,12,3,,,0,0,30.0,20.0,,11,4,83,41.0,,15,6,1.0,1.0,,2,0,121.0,2.0,,22,2,161,2.0,,43,9,40.0,26.0,,27,5,12,2.0,,4,1,,,,0,0,,,,0,0,22.0,7.0,,5,1,10.0,3.0,,2,0,,,,0,0,5747,2918.0,21.0,547,428,5.0,64,,11,3,19365,9915.0,74.0,1623,1358,,,,0,0
ILLINOIS,15,,,,13,0,,,,5,0,1.0,,3,0,1.0,2.0,,4,0,5.0,5.0,,3,0,,,,0,0,36,36.0,,12,3,,,0,0,34.0,23.0,,11,4,90,58.0,,15,6,1.0,1.0,,2,0,130.0,2.0,,22,1,172,2.0,,43,9,44.0,29.0,,27,5,14,2.0,,4,1,,,,0,0,,,,0,0,22.0,7.0,,5,1,10.0,3.0,,2,0,,,,0,0,6107,2918.0,,547,428,5.0,71,,11,3,20581,9915.0,,1623,1358,,,,0,0
ILLINOIS,16,,,,13,0,,,,5,0,1.0,,3,0,2.0,2.0,,4,0,6.0,5.0,,3,0,,,,0,0,41,38.0,,12,3,,,0,0,37.0,28.0,,11,4,95,64.0,,15,6,1.0,1.0,,2,0,152.0,14.0,,22,2,194,7.0,,43,9,46.0,29.0,,27,5,15,2.0,,4,1,,,,0,0,,,,0,0,23.0,7.0,,5,1,10.0,4.0,,2,0,,,,0,0,6911,3256.0,29.0,557,456,13.0,75,,11,3,23278,11139.0,58.0,1641,1430,,,,0,0
ILLINOIS,17,,,,13,0,,,,5,0,1.0,,3,0,3.0,2.0,,4,0,8.0,5.0,,3,0,,,,0,0,44,40.0,,12,2,,,0,0,38.0,38.0,,11,4,100,67.0,,15,6,3.0,1.0,,2,0,165.0,63.0,,14,3,201,60.0,,46,9,52.0,33.0,,27,5,15,2.0,,5,1,,,,0,0,,,,0,0,24.0,11.0,,5,1,11.0,4.0,,2,0,,,,0,0,7354,3569.0,26.0,557,456,55.0,78,,11,4,24805,12237.0,85.0,1641,1424,,,,0,0
ILLINOIS,18,,,,13,0,,,,5,0,1.0,1.0,3,0,3.0,2.0,,4,0,8.0,6.0,,3,0,,,,0,0,53,46.0,,12,2,,,0,0,43.0,41.0,,11,4,106,69.0,,15,6,3.0,1.0,,1,0,169.0,65.0,,14,3,216,66.0,,46,9,59.0,36.0,,27,5,17,2.0,,5,1,,,,0,0,,,,0,0,24.0,11.0,,5,1,12.0,4.0,,2,0,,,,0,0,7774,3994.0,24.0,557,456,61.0,82,,11,4,26240,13532.0,68.0,1641,1410,,,,0,0
ILLINOIS,19,,,,13,0,,,,5,0,1.0,1.0,3,0,5.0,2.0,,4,0,8.0,6.0,,3,0,,,,0,0,59,46.0,,12,2,,,0,0,48.0,46.0,,11,4,112,80.0,,15,6,4.0,1.0,,1,0,183.0,72.0,,14,3,223,73.0,,46,9,64.0,36.0,,27,4,18,2.0,,5,1,,,,0,0,,,,0,0,24.0,11.0,,5,1,13.0,5.0,,2,0,,,,0,0,8177,4321.0,18.0,557,456,67.0,84,,11,4,27694,14698.0,48.0,1641,1403,,,,0,0
ILLINOIS,20,,,,13,0,,,,5,0,1.0,1.0,3,0,5.0,2.0,,4,0,8.0,6.0,,3,0,,,,0,0,65,48.0,,12,2,,,0,0,53.0,52.0,,11,4,120,90.0,,15,6,4.0,1.0,,1,0,187.0,83.0,,12,3,233,80.0,,46,9,68.0,40.0,,27,4,18,2.0,,5,1,,,,0,0,,,,0,0,24.0,12.0,,5,1,13.0,7.0,,2,0,,,,0,0,8638,4678.0,20.0,557,456,73.0,88,,11,4,29168,15793.0,45.0,1641,1381,,,,0,0
ILLINOIS,21,,,,13,0,,,,5,0,2.0,1.0,3,0,5.0,2.0,,4,0,8.0,7.0,,3,0,,,,0,0,68,55.0,,12,2,,,0,0,56.0,54.0,,11,4,127,96.0,,15,6,5.0,1.0,,1,0,199.0,83.0,,12,3,239,80.0,,46,9,74.0,44.0,,27,4,20,2.0,,5,1,,,,0,0,,,,0,0,25.0,12.0,,5,1,14.0,7.0,,2,0,,,,0,0,9082,4678.0,,557,447,73.0,91,,11,4,30725,15793.0,,1641,1355,,,,0,0
ILLINOIS,22,,,,13,0,,,,5,0,2.0,1.0,3,0,5.0,2.0,,4,0,10.0,7.0,,3,0,,,,0,0,169,152.0,,20,7,,,0,0,60.0,58.0,,11,4,134,101.0,,15,6,5.0,2.0,,1,0,210.0,128.0,,30,3,256,89.0,,46,9,81.0,44.0,,27,4,21,2.0,,5,1,,,,0,0,,,,0,0,26.0,14.0,,5,1,14.0,7.0,,2,0,,,,0,0,9469,4944.0,14.0,557,438,88.0,96,,11,4,31929,16765.0,35.0,1641,1343,,,,0,0
ILLINOIS,22,,,,13,0,,,,5,0,2.0,1.0,3,0,5.0,2.0,,4,0,10.0,7.0,,3,0,,,,0,0,169,152.0,,20,7,,,0,0,60.0,58.0,,11,4,134,101.0,,15,6,5.0,2.0,,1,0,210.0,128.0,,30,3,256,89.0,,46,9,81.0,44.0,,27,4,21,2.0,,5,1,17.0,5.0,,3,0,1.0,,,1,0,26.0,14.0,,5,1,14.0,7.0,,2,0,,,,0,0,9469,4944.0,14.0,557,438,88.0,96,,11,4,31929,16765.0,35.0,1641,1343,,,,0,0
ILLINOIS,23,,,,13,0,,,,5,0,2.0,1.0,3,0,5.0,3.0,,4,0,10.0,9.0,,3,0,,,,0,0,174,155.0,2.0,20,7,,,0,0,69.0,61.0,,11,4,140,101.0,,15,6,6.0,2.0,,1,0,213.0,142.0,,32,3,268,91.0,,46,9,87.0,51.0,,27,4,22,9.0,,5,1,,,,0,0,,,,0,0,26.0,15.0,,5,1,14.0,7.0,,2,0,,,,0,0,9949,5296.0,15.0,557,438,94.0,101,,11,4,33441,17953.0,54.0,1641,1343,,,,0,0
ILLINOIS,24,1.0,,,13,0,,,,5,0,2.0,1.0,3,0,5.0,3.0,,4,0,11.0,9.0,,3,0,,,,0,0,177,155.0,,20,7,,,0,0,76.0,61.0,,11,4,144,108.0,,15,6,6.0,3.0,,1,0,222.0,145.0,,32,3,276,99.0,,46,8,90.0,57.0,,27,4,27,9.0,,5,1,,,,0,0,,,,0,0,27.0,21.0,,5,1,15.0,8.0,,2,0,,,,0,0,10399,5618.0,23.0,557,421,100.0,105,,11,4,34805,18947.0,67.0,1641,1295,,,,0,0
ILLINOIS,25,1.0,,,13,0,,,,5,0,2.0,1.0,3,0,6.0,4.0,,4,0,12.0,9.0,,3,0,,,,0,0,179,154.0,,20,7,,,0,0,82.0,69.0,,11,4,149,111.0,,15,6,6.0,3.0,,1,0,230.0,150.0,,32,3,285,112.0,,46,8,99.0,60.0,,27,4,28,15.0,,4,1,,,,0,0,,,,0,0,28.0,21.0,,5,1,15.0,8.0,,2,0,,,,0,0,10878,5909.0,21.0,557,407,104.0,114,,11,4,36304,20227.0,65.0,1641,1259,,,,0,0
ILLINOIS,26,1.0,,,13,0,,,,5,0,2.0,1.0,3,0,6.0,4.0,,4,0,12.0,9.0,,3,0,,,,0,0,184,165.0,,20,7,,,0,0,88.0,73.0,,11,3,155,120.0,,15,6,6.0,3.0,,1,0,233.0,153.0,,32,3,296,115.0,,46,7,126.0,72.0,,27,4,29,15.0,,4,1,,,,0,0,,,,0,0,31.0,27.0,,5,1,15.0,7.0,,2,0,,,,0,0,11303,5909.0,,557,391,113.0,125,,11,4,37739,20227.0,,1641,1236,,,,0,0
ILLINOIS,27,1.0,,,13,0,,,,5,0,2.0,1.0,3,0,7.0,4.0,,4,0,13.0,10.0,,3,0,,,,0,0,185,176.0,1.0,20,7,,,0,0,93.0,80.0,,11,3,159,125.0,,15,6,6.0,3.0,,1,0,234.0,153.0,,32,2,305,116.0,,46,7,148.0,72.0,,22,4,30,15.0,,4,1,,,,0,0,,,,0,0,33.0,27.0,,5,1,15.0,7.0,,2,0,,,,0,0,11699,7751.0,12.0,557,429,119.0,130,,11,4,38957,26998.0,40.0,1641,1362,,,,0,0
ILLINOIS,28,2.0,,,13,0,1.0,,,5,0,2.0,1.0,3,0,10.0,4.0,,4,0,13.0,10.0,,3,0,,,,0,0,193,185.0,3.0,20,8,,,0,0,97.0,83.0,,11,3,165,135.0,,15,6,6.0,3.0,,1,0,236.0,155.0,,32,2,311,120.0,,46,7,160.0,109.0,,19,4,34,15.0,,4,1,,,,0,0,,,,0,0,34.0,27.0,,5,1,15.0,7.0,,2,0,,,,0,0,12192,8123.0,25.0,557,432,121.0,132,,11,4,40499,28167.0,54.0,1641,1367,,,,0,0
ILLINOIS,29,2.0,,,13,0,2.0,2.0,,5,0,5.0,1.0,3,0,11.0,4.0,,4,0,16.0,10.0,,3,0,,,,0,0,199,190.0,1.0,20,7,,,0,0,105.0,83.0,,11,3,169,141.0,,15,6,6.0,3.0,,1,0,237.0,163.0,,32,3,322,122.0,,46,7,179.0,117.0,,19,4,37,17.0,,3,1,,,,0,0,,,,0,0,35.0,28.0,,6,1,15.0,8.0,,2,0,,,,0,0,12684,8421.0,32.0,557,412,127.0,138,,11,4,42013,29171.0,55.0,1641,1343,,,,0,0
ILLINOIS,30,4.0,,,13,0,3.0,2.0,,5,0,6.0,1.0,1,0,12.0,4.0,,4,0,16.0,10.0,,3,0,,,,0,0,201,196.0,1.0,20,7,,,0,0,116.0,96.0,,11,3,182,141.0,,15,6,6.0,3.0,,1,0,238.0,168.0,,32,3,336,127.0,,46,7,188.0,147.0,,22,5,38,17.0,,3,1,,,,0,0,,,,0,0,36.0,28.0,,6,1,15.0,8.0,,2,0,,,,0,0,13206,8421.0,,557,406,130.0,138,,11,4,43643,29171.0,,1641,1340,,,,0,0
ILLINOIS,31,11.0,,,13,0,3.0,3.0,,5,0,6.0,1.0,1,0,13.0,6.0,,4,0,17.0,10.0,,3,0,,,,0,0,204,196.0,,20,7,,,0,0,123.0,104.0,,11,4,186,163.0,,15,6,6.0,3.0,,1,0,240.0,176.0,,32,3,343,132.0,,46,7,196.0,161.0,,24,5,40,18.0,,4,1,,,,0,0,,,,0,0,38.0,31.0,,6,1,15.0,9.0,,2,0,,,,0,0,13693,9138.0,25.0,557,405,136.0,143,,11,4,45245,31412.0,65.0,1641,1336,,,,0,0
ILLINOIS,32,18.0,,,13,0,4.0,3.0,,5,0,6.0,1.0,1,0,15.0,7.0,,4,0,20.0,11.0,,3,0,,,,0,0,211,200.0,1.0,20,7,,,0,0,134.0,108.0,,11,3,189,169.0,,15,6,6.0,3.0,,1,0,240.0,176.0,,32,3,354,132.0,,46,6,204.0,168.0,,25,4,42,18.0,,4,1,,,,0,0,,,,0,0,40.0,31.0,,6,1,17.0,9.0,,2,0,,,,0,0,14158,9138.0,,557,388,136.0,143,,11,4,46846,31412.0,,1641,1325,,,,0,0
ILLINOIS,33,23.0,,,13,0,7.0,3.0,,5,0,6.0,1.0,1,0,17.0,10.0,,4,0,20.0,12.0,,2,0,,,,0,0,217,203.0,,20,7,,,0,0,138.0,116.0,,10,3,195,174.0,,15,6,6.0,3.0,,1,0,241.0,196.0,,32,3,363,154.0,,46,7,212.0,191.0,,26,5,42,25.0,,4,1,,,,0,0,,,,0,0,42.0,32.0,,6,1,18.0,9.0,,1,0,,,,0,0,14715,9646.0,,557,371,145.0,147,,11,4,48417,32919.0,,1641,1316,,,,0,0
